intent,text,response_template
traffic_prediction,hafta içi mesai saati trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
fuel_info,akaryakıt istasyonu,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
traffic_prediction,hafta sonu öğle durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Şişli Kadıköy güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Taksim ile Mecidiyeköy arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,minibüs rotası,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
traffic_prediction,cuma sabah yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
parking_info,ücretli otopark,Park yeri bilgisi için lokasyon belirtir misiniz?
traffic_prediction,hafta içi mesai saati trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cuma kaçışı,Trafik tahmini için tarih ve saati belirtir misiniz?
traffic_prediction,çarşamba günü sabah erken trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kartal Bostancı arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar mesai saati durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
travel_time,havalimanına süre,Süre hesaplaması için rotanızı belirtir misiniz?
traffic_prediction,hafta sonu gece trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta sonu günü sabah trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,salı mesai saati trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cumartesi öğle durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,yağmurlu günde trafik,Trafik tahmini için tarih ve saati belirtir misiniz?
traffic_prediction,pazar mesai saati yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bostancıden Üsküdarye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı gece durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
fuel_info,benzin fiyatı,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
traffic_prediction,cumartesi günü akşam üstü trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazartesi gece trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
thanks,süpersin,Teşekkürler! Güvenli yolculuklar.
route_inquiry,Üsküdar çıkışı Beylikdüzü yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba mesai saati trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazartesi öğle durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kadıköy ile Maltepe arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı sabah yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cuma gece durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beşiktaş Şişli arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,mesai saatlerinde yoğunluk,Trafik tahmini için tarih ve saati belirtir misiniz?
traffic_prediction,perşembe gece geç yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Şişli çıkışı Beylikdüzü yolu,Size en uygun rotayı hesaplayabilirim.
fuel_info,akaryakıt istasyonu,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
route_inquiry,Maltepe ile Eminönü arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beylikdüzü ile Şişli arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,şehir içi rota,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
route_inquiry,Beşiktaşden Fatihye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent Bostancı arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdar Beylikdüzü arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Boğaziçi köprüsünden geçer miyim,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
route_inquiry,Şişli çıkışı Eminönü yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi akşam üstü durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Fatih ile Kartal arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beylikdüzüden Taksimye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,okullar açık mı,Trafik tahmini için tarih ve saati belirtir misiniz?
traffic_prediction,pazartesi günü gece geç trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kadıköy Fatih güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kartal ile Taksim arasında rota,Size en uygun rotayı hesaplayabilirim.
greeting,merhaba asistan,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
traffic_prediction,pazar günü mesai saati trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Mecidiyeköy ile Kadıköy arasında rota,Size en uygun rotayı hesaplayabilirim.
travel_time,gidip gelme süresi,Süre hesaplaması için rotanızı belirtir misiniz?
route_inquiry,Üsküdarden Beşiktaşye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Mecidiyeköy ile Üsküdar arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Mecidiyeköy Eminönü arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beylikdüzü çıkışı Kadıköy yolu,Size en uygun rotayı hesaplayabilirim.
alternative_route,dolama yolu,Alternatif rota seçeneklerini gösterebilirim.
route_inquiry,Taksim çıkışı Şişli yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kartal çıkışı Levent yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent Mecidiyeköy güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi günü öğle trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bakırköy Taksim güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Taksim Mecidiyeköy arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent çıkışı Şişli yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beylikdüzü Üsküdar güzergahı,Size en uygun rotayı hesaplayabilirim.
travel_time,yürüyerek kaç dakika,Süre hesaplaması için rotanızı belirtir misiniz?
route_inquiry,Eminönüden Leventye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,maç günü trafik durumu,Trafik tahmini için tarih ve saati belirtir misiniz?
route_inquiry,Mecidiyeköy Levent güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı sabah erken trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beşiktaşden Şişliye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi akşam üstü trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cuma günü gece geç trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,perşembe günü sabah erken trafik,Trafik tahmini için lokasyon belirtir misiniz?
unclear,kafam karıştı,Sorunuzu netleştirebilir misiniz?
route_inquiry,Kadıköy Levent güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cuma namazı trafik,Trafik tahmini için tarih ve saati belirtir misiniz?
parking_info,açık park alanı,Park yeri bilgisi için lokasyon belirtir misiniz?
route_inquiry,Maltepe ile Levent arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi günü öğle trafik,Trafik tahmini için lokasyon belirtir misiniz?
weather_traffic,aşırı sıcakta trafik,Hava durumunun trafik etkisini analiz edebilirim.
route_inquiry,Levent Taksim güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi öğle yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beylikdüzü Mecidiyeköy güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar gece geç yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kadıköy Kartal güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maltepe ile Bostancı arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar mesai saati durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maltepe Beylikdüzü arası yol,Size en uygun rotayı hesaplayabilirim.
goodbye,iyi günler bot,Güvenli yolculuklar dilerim!
goodbye,iyi akşamlar,Güvenli yolculuklar dilerim!
route_inquiry,Fatih Beşiktaş arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beşiktaş ile Bakırköy arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Taksim Beşiktaş arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar akşam yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
best_departure_time,boş saatler,En iyi çıkış zamanını hesaplayabilirim.
traffic_prediction,çarşamba günü sabah erken trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kartal Bakırköy arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_status,Şişli trafiği,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
route_inquiry,Beylikdüzü çıkışı Bakırköy yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdar Bostancı güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,perşembe gece geç yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Taksim ile Kadıköy arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba sabah yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Şişliden Beşiktaşye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar akşam üstü yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cuma günü gece geç trafik,Trafik tahmini için lokasyon belirtir misiniz?
goodbye,elveda,Güvenli yolculuklar dilerim!
unclear,kafam karıştı,Sorunuzu netleştirebilir misiniz?
route_inquiry,Levent Bostancı güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Mecidiyeköyden Maltepeye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beylikdüzü Maslak güzergahı,Size en uygun rotayı hesaplayabilirim.
parking_info,ücretli otopark,Park yeri bilgisi için lokasyon belirtir misiniz?
traffic_prediction,cuma namazı trafik,Trafik tahmini için tarih ve saati belirtir misiniz?
route_inquiry,Kartal Kadıköy güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı günü gece trafik,Trafik tahmini için lokasyon belirtir misiniz?
alternative_route,dolama yolu,Alternatif rota seçeneklerini gösterebilirim.
route_inquiry,Beşiktaş Şişli güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cuma akşam trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,çarşamba günü akşam üstü trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Avrupa yakasından Anadolu yakasına,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
